"","eciv","lenm","facexp"
"27200","Soltero/a","Castellano",443.762725830078
"27201","Concubino/a","Castellano",443.762725830078
"27202","Concubino/a","Castellano",443.762725830078
"27203","Soltero/a","Castellano",443.762725830078
"27204","Soltero/a","Castellano",443.762725830078
"27205","Concubino/a","Castellano",443.762725830078
"27206","Concubino/a","Castellano",443.762725830078
"27212","Concubino/a","Castellano",443.762725830078
"27213","Concubino/a","Castellano",443.762725830078
"27214","Soltero/a","Castellano",443.762725830078
"27215","Concubino/a","Castellano",443.762725830078
"27216","Concubino/a","Castellano",443.762725830078
"27217","Casado/a","Castellano",443.762725830078
"27218","Casado/a","Castellano",443.762725830078
"27219","Soltero/a","Castellano",443.762725830078
"27220","Soltero/a","Castellano",443.762725830078
"27222","Viudo/a","Castellano",443.762725830078
"27223","Casado/a","Castellano",443.762725830078
"27224","Casado/a","Castellano",443.762725830078
"27225","Soltero/a","Castellano",443.762725830078
"27228","Concubino/a","Castellano",443.762725830078
"27229","Concubino/a","Quechua",443.762725830078
"27231","Concubino/a","Castellano",443.762725830078
"27232","Concubino/a","Castellano",443.762725830078
"27233","Soltero/a","Castellano",443.762725830078
"27234","Soltero/a","Castellano",443.762725830078
"27235","Soltero/a","Castellano",443.762725830078
"27237","Casado/a","Quechua",443.762725830078
"27238","Casado/a","Quechua",443.762725830078
"27239","Concubino/a","Quechua",443.762725830078
"27240","Concubino/a","Quechua",443.762725830078
"27242","Soltero/a","Quechua",443.762725830078
"27243","Soltero/a","Castellano",443.762725830078
"27245","Casado/a","Castellano",443.762725830078
"27246","Casado/a","Castellano",443.762725830078
"27247","Soltero/a","Castellano",443.762725830078
"27248","Soltero/a","Castellano",443.762725830078
"27249","Soltero/a","Castellano",443.762725830078
"27250","Soltero/a","Castellano",443.762725830078
"27253","Separado/a","Castellano",443.762725830078
"27254","Viudo/a","Castellano",443.762725830078
"27255","Concubino/a","Castellano",443.762725830078
"27256","Concubino/a","Castellano",443.762725830078
"27258","Concubino/a","Castellano",443.762725830078
"27259","Concubino/a","Castellano",443.762725830078
"27261","Divorciado/a","Castellano",443.762725830078
"27262","Soltero/a","Castellano",443.762725830078
"27263","Soltero/a","Castellano",443.762725830078
"27264","Concubino/a","Castellano",443.762725830078
"27265","Concubino/a","Castellano",443.762725830078
"27270","Concubino/a","Castellano",443.762725830078
"27271","Concubino/a","Castellano",443.762725830078
"27273","Casado/a","Castellano",443.762725830078
"27274","Casado/a","Castellano",443.762725830078
"27275","Soltero/a","Castellano",443.762725830078
"27276","Soltero/a","Castellano",443.762725830078
"27277","Soltero/a","Castellano",443.762725830078
"27279","Casado/a","Castellano",443.762725830078
"27280","Casado/a","Castellano",443.762725830078
"27281","Soltero/a","Castellano",443.762725830078
"27282","Soltero/a","Castellano",443.762725830078
"27283","Soltero/a","Castellano",443.762725830078
"27284","Soltero/a","Castellano",443.762725830078
"27286","Concubino/a","Castellano",443.762725830078
"27287","Concubino/a","Aymara",443.762725830078
"27288","Soltero/a","Castellano",443.762725830078
"27289","Soltero/a","Castellano",443.762725830078
"27291","Casado/a","Quechua",443.762725830078
"27292","Casado/a","Quechua",443.762725830078
"27293","Soltero/a","Castellano",443.762725830078
"27294","Soltero/a","Castellano",443.762725830078
"27295","Casado/a","Castellano",443.762725830078
"27296","Casado/a","Castellano",443.762725830078
"27297","Soltero/a","Castellano",443.762725830078
"27298","Soltero/a","Castellano",443.762725830078
"27299","Casado/a","Castellano",443.762725830078
"27300","Casado/a","Castellano",443.762725830078
"27301","Soltero/a","Castellano",443.762725830078
"27302","Soltero/a","Castellano",443.762725830078
"27303","Viudo/a","Castellano",443.762725830078
"27304","Separado/a","Castellano",443.762725830078
"27305","Soltero/a","Castellano",443.762725830078
"27306","Casado/a","Castellano",443.762725830078
"27307","Casado/a","Castellano",443.762725830078
"27308","Soltero/a","Castellano",443.762725830078
"27310","Soltero/a","Castellano",443.762725830078
"27311","Soltero/a","Castellano",443.762725830078
"27312","Soltero/a","Castellano",443.762725830078
"27313","Concubino/a","Castellano",443.762725830078
"27314","Concubino/a","Castellano",443.762725830078
"27315","Concubino/a","Castellano",443.762725830078
"27316","Concubino/a","Castellano",443.762725830078
"27317","Soltero/a","Castellano",443.762725830078
"27318","Soltero/a","Castellano",443.762725830078
"27319","Casado/a","Castellano",443.762725830078
"27320","Casado/a","Castellano",443.762725830078
"27321","Concubino/a","Castellano",443.762725830078
"27322","Concubino/a","Castellano",443.762725830078
"27325","Soltero/a","Castellano",443.762725830078
"27326","Soltero/a","Castellano",443.762725830078
"27328","Concubino/a","Castellano",443.762725830078
"27329","Concubino/a","Castellano",443.762725830078
"27330","Soltero/a","Castellano",443.762725830078
"27334","Concubino/a","Castellano",443.762725830078
"27335","Concubino/a","Castellano",443.762725830078
"27337","Separado/a","Castellano",443.762725830078
"27340","Concubino/a","Castellano",443.762725830078
"27341","Concubino/a","Castellano",443.762725830078
"27342","Soltero/a","Castellano",443.762725830078
"27345","Casado/a","Castellano",443.762725830078
"27346","Casado/a","Castellano",443.762725830078
"27347","Concubino/a","Castellano",443.762725830078
"27348","Concubino/a","Castellano",443.762725830078
"27349","Casado/a","Quechua",443.762725830078
"27350","Casado/a","Quechua",443.762725830078
"27351","Soltero/a","Castellano",443.762725830078
"27352","Soltero/a","Castellano",443.762725830078
"27354","Casado/a","Quechua",443.762725830078
"27355","Soltero/a","Castellano",443.762725830078
"27358","Concubino/a","Quechua",443.762725830078
"27359","Concubino/a","Quechua",443.762725830078
"27361","Soltero/a","Castellano",443.762725830078
"27363","Soltero/a","Castellano",443.762725830078
"27364","Soltero/a","Castellano",443.762725830078
"27365","Concubino/a","Castellano",443.762725830078
"27366","Concubino/a","Castellano",443.762725830078
"27367","Separado/a","Castellano",443.762725830078
"27368","Concubino/a","Castellano",443.762725830078
"27369","Concubino/a","Castellano",443.762725830078
"27370","Soltero/a","Extranjero",443.762725830078
"27372","Soltero/a","Castellano",443.762725830078
"27373","Concubino/a","Castellano",443.762725830078
"27374","Concubino/a","Castellano",443.762725830078
"27376","Casado/a","Castellano",443.762725830078
"27377","Casado/a","Castellano",443.762725830078
"27379","Casado/a","Castellano",443.762725830078
"27380","Casado/a","Castellano",443.762725830078
"27381","Casado/a","Castellano",484.104797363281
"27382","Casado/a","Castellano",484.104797363281
"27384","Concubino/a","Castellano",484.104797363281
"27385","Concubino/a","Castellano",484.104797363281
"27388","Concubino/a","Castellano",484.104797363281
"27389","Concubino/a","Castellano",484.104797363281
"27393","Viudo/a","Otro Nativo",484.104797363281
"27394","Concubino/a","Aymara",484.104797363281
"27395","Concubino/a","Aymara",484.104797363281
"27397","Concubino/a","Castellano",484.104797363281
"27398","Concubino/a","Castellano",484.104797363281
"27400","Casado/a","Castellano",484.104797363281
"27401","Casado/a","Castellano",484.104797363281
"27404","Casado/a","Castellano",484.104797363281
"27405","Casado/a","Castellano",484.104797363281
"27407","Casado/a","Castellano",484.104797363281
"27408","Casado/a","Castellano",484.104797363281
"27409","Soltero/a","Castellano",484.104797363281
"27410","Soltero/a","Castellano",484.104797363281
"27411","Casado/a","Castellano",484.104797363281
"27412","Casado/a","Castellano",484.104797363281
"27413","Casado/a","Castellano",484.104797363281
"27414","Casado/a","Castellano",484.104797363281
"27415","Casado/a","Castellano",484.104797363281
"27416","Casado/a","Castellano",484.104797363281
"27417","Soltero/a","Castellano",484.104797363281
"27419","Casado/a","Castellano",484.104797363281
"27420","Casado/a","Castellano",484.104797363281
"27421","Soltero/a","Castellano",484.104797363281
"27422","Soltero/a","Castellano",484.104797363281
"27423","Soltero/a","Castellano",484.104797363281
"27426","Casado/a","Castellano",443.762725830078
"27427","Casado/a","Castellano",443.762725830078
"27428","Soltero/a","Castellano",443.762725830078
"27429","Soltero/a","Castellano",443.762725830078
"27430","Casado/a","Quechua",443.762725830078
"27431","Casado/a","Quechua",443.762725830078
"27432","Soltero/a","Castellano",443.762725830078
"27433","Soltero/a","Castellano",443.762725830078
"27435","Soltero/a","Castellano",443.762725830078
"27436","Soltero/a","Castellano",443.762725830078
"27437","Concubino/a","Aymara",443.762725830078
"27438","Concubino/a","Quechua",443.762725830078
"27439","Soltero/a","Castellano",443.762725830078
"27440","Casado/a","Castellano",443.762725830078
"27441","Casado/a","Castellano",443.762725830078
"27442","Soltero/a","Castellano",443.762725830078
"27446","Concubino/a","Castellano",443.762725830078
"27447","Concubino/a","Castellano",443.762725830078
"27450","Concubino/a","Castellano",443.762725830078
"27451","Concubino/a","Castellano",443.762725830078
"27454","Separado/a","Castellano",443.762725830078
"27455","Casado/a","Castellano",443.762725830078
"27456","Casado/a","Castellano",443.762725830078
"27457","Soltero/a","Castellano",443.762725830078
"27458","Soltero/a","Castellano",443.762725830078
"27460","Viudo/a","Castellano",443.762725830078
"27461","Soltero/a","Castellano",443.762725830078
"27462","Soltero/a","Castellano",443.762725830078
"27464","Concubino/a","Quechua",443.762725830078
"27465","Concubino/a","Quechua",443.762725830078
"27468","Viudo/a","Quechua",443.762725830078
"27469","Concubino/a","Castellano",443.762725830078
"27470","Concubino/a","Quechua",443.762725830078
"27471","Concubino/a","Quechua",443.762725830078
"27472","Concubino/a","Castellano",443.762725830078
"27476","Separado/a","Castellano",443.762725830078
"27477","Soltero/a","Castellano",443.762725830078
"27478","Casado/a","Quechua",443.762725830078
"27479","Casado/a","Castellano",443.762725830078
"27482","Casado/a","Castellano",443.762725830078
"27483","Casado/a","Castellano",443.762725830078
"27485","Viudo/a","Castellano",443.762725830078
"27486","Soltero/a","Castellano",443.762725830078
"27487","Casado/a","Castellano",443.762725830078
"27488","Casado/a","Castellano",443.762725830078
"27489","Separado/a","Quechua",443.762725830078
"27490","Concubino/a","Castellano",443.762725830078
"27492","Casado/a","Quechua",443.762725830078
"27493","Casado/a","Quechua",443.762725830078
"27495","Casado/a","Quechua",443.762725830078
"27496","Casado/a","Quechua",443.762725830078
"27497","Soltero/a","Castellano",443.762725830078
"27499","Concubino/a","Castellano",443.762725830078
"27500","Concubino/a","Castellano",443.762725830078
"27501","Soltero/a","Castellano",443.762725830078
"27502","Soltero/a","Castellano",443.762725830078
"27503","Concubino/a","Castellano",443.762725830078
"27504","Concubino/a","Castellano",443.762725830078
"27505","Casado/a","Castellano",443.762725830078
"27506","Casado/a","Castellano",443.762725830078
"27507","Soltero/a","Castellano",443.762725830078
"27508","Soltero/a","Castellano",443.762725830078
"27509","Soltero/a","Castellano",443.762725830078
"27510","Concubino/a","Castellano",443.762725830078
"27511","Concubino/a","Castellano",443.762725830078
"27513","Soltero/a","Castellano",443.762725830078
"27515","Casado/a","Castellano",443.762725830078
"27516","Casado/a","Castellano",443.762725830078
"27518","Casado/a","Castellano",443.762725830078
"27519","Casado/a","Castellano",443.762725830078
"27520","Soltero/a","Castellano",443.762725830078
"27521","Soltero/a","Castellano",443.762725830078
"27522","Soltero/a","Castellano",443.762725830078
"27524","Concubino/a","Castellano",443.762725830078
"27525","Concubino/a","Castellano",443.762725830078
"27527","Concubino/a","Castellano",443.762725830078
"27528","Concubino/a","Castellano",443.762725830078
"27530","Viudo/a","Castellano",443.762725830078
"27531","Soltero/a","Castellano",443.762725830078
"27532","Concubino/a","Castellano",443.762725830078
"27533","Concubino/a","Castellano",443.762725830078
"27534","Soltero/a","Castellano",443.762725830078
"27535","Concubino/a","Castellano",443.762725830078
"27536","Concubino/a","Castellano",443.762725830078
"27538","Separado/a","Castellano",443.762725830078
"27539","Casado/a","Castellano",443.762725830078
"27542","Casado/a","Castellano",443.762725830078
"27543","Casado/a","Castellano",443.762725830078
"27544","Soltero/a","Castellano",443.762725830078
"27545","Soltero/a","Castellano",443.762725830078
"27547","Casado/a","Castellano",443.762725830078
"27548","Casado/a","Castellano",443.762725830078
"27549","Soltero/a","Castellano",443.762725830078
"27550","Soltero/a","Castellano",443.762725830078
"27551","Soltero/a","Castellano",443.762725830078
"27552","Casado/a","Aymara",443.762725830078
"27553","Soltero/a","Castellano",443.762725830078
"27554","Soltero/a","Castellano",443.762725830078
"27556","Concubino/a","Castellano",443.762725830078
"27557","Concubino/a","Castellano",443.762725830078
"27559","Soltero/a","Quechua",443.762725830078
"27560","Soltero/a","Castellano",443.762725830078
"27561","Casado/a","Castellano",443.762725830078
"27562","Casado/a","Castellano",443.762725830078
"27566","Concubino/a","Castellano",443.762725830078
"27567","Concubino/a","Castellano",443.762725830078
"27569","Soltero/a","Castellano",443.762725830078
"27570","Viudo/a","Castellano",443.762725830078
"27571","Soltero/a","Castellano",443.762725830078
"27572","Concubino/a","Castellano",443.762725830078
"27573","Concubino/a","Castellano",443.762725830078
"27578","Viudo/a","Quechua",443.762725830078
"27579","Soltero/a","Castellano",443.762725830078
"27580","Soltero/a","Castellano",443.762725830078
"27582","Concubino/a","Castellano",443.762725830078
"27583","Concubino/a","Castellano",443.762725830078
"27586","Separado/a","Castellano",443.762725830078
"27587","Soltero/a","Castellano",443.762725830078
"27588","Soltero/a","Castellano",443.762725830078
"27589","Soltero/a","Quechua",443.762725830078
"27590","Casado/a","Castellano",443.762725830078
"27591","Casado/a","Castellano",443.762725830078
"27592","Soltero/a","Castellano",443.762725830078
"27593","Soltero/a","Castellano",443.762725830078
"27594","Casado/a","Quechua",443.762725830078
"27595","Casado/a","Quechua",443.762725830078
"27596","Soltero/a","Castellano",443.762725830078
"27597","Concubino/a","Castellano",443.762725830078
"27598","Concubino/a","Quechua",443.762725830078
"27599","Soltero/a","Castellano",443.762725830078
"27601","Separado/a","Castellano",443.762725830078
"27602","Soltero/a","Castellano",443.762725830078
"27603","Soltero/a","Castellano",443.762725830078
"27605","Soltero/a","Castellano",443.762725830078
"27606","Concubino/a","Castellano",443.762725830078
"27607","Concubino/a","Castellano",443.762725830078
"27608","Concubino/a","Castellano",443.762725830078
"27609","Concubino/a","Castellano",443.762725830078
"27611","Separado/a","Castellano",443.762725830078
"27612","Soltero/a","Castellano",443.762725830078
"27613","Casado/a","Aymara",443.762725830078
"27614","Casado/a","Castellano",443.762725830078
"27617","Separado/a","Castellano",443.762725830078
"27619","Casado/a","Castellano",443.762725830078
"27620","Casado/a","Castellano",443.762725830078
"27625","Separado/a","Castellano",443.762725830078
"27626","Casado/a","Castellano",443.762725830078
"27627","Casado/a","Castellano",443.762725830078
"27628","Soltero/a","Castellano",443.762725830078
"27629","Soltero/a","Castellano",443.762725830078
"27631","Casado/a","Castellano",443.762725830078
"27632","Soltero/a","Castellano",443.762725830078
"27634","Concubino/a","Castellano",443.762725830078
"27635","Concubino/a","Castellano",443.762725830078
"27637","Casado/a","Castellano",443.762725830078
"27638","Casado/a","Castellano",443.762725830078
"27640","Soltero/a","Castellano",443.762725830078
"27641","Soltero/a","Castellano",443.762725830078
"27643","Concubino/a","Castellano",443.762725830078
"27644","Concubino/a","Castellano",443.762725830078
"27645","Soltero/a","Castellano",443.762725830078
"27648","Concubino/a","Aymara",443.762725830078
"27649","Concubino/a","Castellano",443.762725830078
"27650","Concubino/a","Castellano",443.762725830078
"27651","Concubino/a","Castellano",443.762725830078
"27655","Casado/a","Aymara",443.762725830078
"27656","Soltero/a","Castellano",443.762725830078
"27657","Soltero/a","Castellano",443.762725830078
"27658","Concubino/a","Castellano",443.762725830078
"27659","Concubino/a","Castellano",443.762725830078
"27663","Viudo/a","Castellano",443.762725830078
"27664","Concubino/a","Castellano",443.762725830078
"27665","Concubino/a","Castellano",443.762725830078
"27666","Concubino/a","Castellano",443.762725830078
"27667","Concubino/a","Castellano",443.762725830078
"27668","Soltero/a","Castellano",443.762725830078
"27671","Casado/a","Castellano",443.762725830078
"27672","Casado/a","Aymara",443.762725830078
"27673","Concubino/a","Castellano",443.762725830078
"27674","Concubino/a","Castellano",443.762725830078
"27675","Soltero/a","Castellano",443.762725830078
"27676","Soltero/a","Castellano",443.762725830078
"27677","Separado/a","Castellano",443.762725830078
"27680","Soltero/a","Aymara",443.762725830078
"27681","Soltero/a","Castellano",443.762725830078
"27682","Separado/a","Castellano",443.762725830078
"27684","Concubino/a","Castellano",443.762725830078
"27685","Concubino/a","Castellano",443.762725830078
"27686","Separado/a","Castellano",443.762725830078
"27687","Viudo/a","Castellano",443.762725830078
"27688","Soltero/a","Castellano",443.762725830078
"27689","Soltero/a","Castellano",443.762725830078
"27690","Casado/a","Extranjero",443.762725830078
"27691","Casado/a","Castellano",443.762725830078
"27692","Concubino/a","Castellano",443.762725830078
"27693","Soltero/a","Castellano",443.762725830078
"27697","Concubino/a","Castellano",443.762725830078
"27698","Concubino/a","Castellano",443.762725830078
"27701","Concubino/a","Castellano",443.762725830078
"27702","Concubino/a","Castellano",443.762725830078
"27703","Concubino/a","Castellano",443.762725830078
"27704","Concubino/a","Castellano",443.762725830078
"27705","Soltero/a","Castellano",443.762725830078
"27706","Soltero/a","Castellano",443.762725830078
"27707","Soltero/a","Castellano",443.762725830078
"27708","Soltero/a","Castellano",443.762725830078
"27710","Concubino/a","Castellano",443.762725830078
"27711","Concubino/a","Castellano",443.762725830078
"27712","Separado/a","Castellano",443.762725830078
"27713","Casado/a","Castellano",443.762725830078
"27714","Casado/a","Castellano",443.762725830078
"27715","Soltero/a","Castellano",443.762725830078
"27716","Soltero/a","Castellano",443.762725830078
"27717","Soltero/a","Castellano",443.762725830078
"27718","Soltero/a","Castellano",443.762725830078
"27719","Concubino/a","Castellano",443.762725830078
"27720","Concubino/a","Castellano",443.762725830078
"27722","Concubino/a","Castellano",443.762725830078
"27723","Concubino/a","Castellano",443.762725830078
"27724","Soltero/a","Castellano",443.762725830078
"27728","Concubino/a","Castellano",443.762725830078
"27729","Concubino/a","Castellano",443.762725830078
"27730","Soltero/a","Castellano",443.762725830078
"27733","Separado/a","Castellano",443.762725830078
"27734","Concubino/a","Castellano",443.762725830078
"27735","Concubino/a","Castellano",443.762725830078
"27738","Casado/a","Castellano",443.762725830078
"27739","Casado/a","Castellano",443.762725830078
"27743","Casado/a","Castellano",443.762725830078
"27744","Casado/a","Castellano",443.762725830078
"27746","Soltero/a","Castellano",443.762725830078
"27747","Soltero/a","Castellano",443.762725830078
"27748","Casado/a","Castellano",443.762725830078
"27749","Casado/a","Castellano",443.762725830078
"27752","Soltero/a","Castellano",443.762725830078
"27753","Soltero/a","Castellano",443.762725830078
"27754","Casado/a","Castellano",443.762725830078
"27755","Casado/a","Castellano",443.762725830078
"27756","Soltero/a","Castellano",443.762725830078
"27757","Casado/a","Castellano",443.762725830078
"27758","Casado/a","Castellano",443.762725830078
"27759","Soltero/a","Castellano",443.762725830078
"27760","Casado/a","Castellano",443.762725830078
"27761","Casado/a","Castellano",443.762725830078
"27762","Soltero/a","Castellano",443.762725830078
"27763","Soltero/a","Castellano",443.762725830078
"27766","Casado/a","Castellano",443.762725830078
"27767","Casado/a","Castellano",443.762725830078
"27768","Soltero/a","Castellano",443.762725830078
"27769","Soltero/a","Castellano",443.762725830078
"27770","Soltero/a","Castellano",443.762725830078
"27771","Soltero/a","Castellano",443.762725830078
"27772","Soltero/a","Castellano",443.762725830078
"27773","Concubino/a","Castellano",443.762725830078
"27774","Concubino/a","Castellano",443.762725830078
"27776","Casado/a","Castellano",443.762725830078
"27777","Casado/a","Castellano",443.762725830078
"27778","Soltero/a","Castellano",443.762725830078
"27779","Soltero/a","Castellano",443.762725830078
"27780","Casado/a","Castellano",443.762725830078
"27781","Casado/a","Castellano",443.762725830078
"27782","Soltero/a","Castellano",443.762725830078
"27783","Separado/a","Castellano",443.762725830078
"27784","Soltero/a","Castellano",443.762725830078
"27785","Soltero/a","Castellano",443.762725830078
"27786","Casado/a","Castellano",443.762725830078
"27787","Casado/a","Castellano",443.762725830078
"27788","Casado/a","Castellano",443.762725830078
"27789","Casado/a","Castellano",443.762725830078
"27790","Soltero/a","Castellano",443.762725830078
"27791","Soltero/a","Castellano",443.762725830078
"27793","Concubino/a","Castellano",443.762725830078
"27794","Concubino/a","Castellano",443.762725830078
"27797","Concubino/a","Castellano",443.762725830078
"27798","Concubino/a","Castellano",443.762725830078
"27799","Soltero/a","Castellano",443.762725830078
"27806","Viudo/a","Otro Nativo",443.762725830078
"27807","Soltero/a","Castellano",443.762725830078
"27808","Casado/a","Castellano",443.762725830078
"27809","Casado/a","Quechua",443.762725830078
"27810","Soltero/a","Castellano",443.762725830078
"27812","Casado/a","Castellano",443.762725830078
"27813","Casado/a","Castellano",443.762725830078
"27814","Soltero/a","Castellano",443.762725830078
"27818","Soltero/a","Castellano",443.762725830078
"27819","Soltero/a","Castellano",443.762725830078
"27820","Separado/a","Castellano",443.762725830078
"27822","Concubino/a","Castellano",443.762725830078
"27823","Concubino/a","Castellano",443.762725830078
"27824","Soltero/a","Castellano",443.762725830078
"27826","Viudo/a","Castellano",443.762725830078
"27827","Soltero/a","Castellano",443.762725830078
"27828","Casado/a","Castellano",443.762725830078
"27829","Casado/a","Castellano",443.762725830078
"27831","Soltero/a","Castellano",443.762725830078
"27832","Concubino/a","Castellano",443.762725830078
"27833","Concubino/a","Castellano",443.762725830078
"27835","Casado/a","Castellano",443.762725830078
"27836","Casado/a","Castellano",443.762725830078
"27837","Soltero/a","Castellano",443.762725830078
"27838","Soltero/a","Castellano",443.762725830078
"27839","Casado/a","Castellano",443.762725830078
"27840","Casado/a","Castellano",443.762725830078
"27841","Soltero/a","Castellano",443.762725830078
"27842","Soltero/a","Castellano",443.762725830078
"27844","Casado/a","Castellano",443.762725830078
"27845","Casado/a","Castellano",443.762725830078
"27846","Soltero/a","Castellano",443.762725830078
"27847","Soltero/a","Castellano",443.762725830078
"27848","Concubino/a","Castellano",443.762725830078
"27849","Concubino/a","Castellano",443.762725830078
"27852","Concubino/a","Castellano",443.762725830078
"27853","Concubino/a","Castellano",443.762725830078
"27854","Soltero/a","Castellano",443.762725830078
"27855","Separado/a","Castellano",443.762725830078
"27856","Soltero/a","Castellano",443.762725830078
"27857","Casado/a","Castellano",443.762725830078
"27858","Casado/a","Castellano",443.762725830078
"27859","Soltero/a","Castellano",443.762725830078
"27861","Viudo/a","Castellano",443.762725830078
"27862","Concubino/a","Castellano",443.762725830078
"27863","Concubino/a","Castellano",443.762725830078
"27865","Soltero/a","Castellano",443.762725830078
"27866","Casado/a","Castellano",443.762725830078
"27867","Casado/a","Castellano",443.762725830078
"27871","Casado/a","Castellano",443.762725830078
"27872","Casado/a","Castellano",443.762725830078
"27873","Casado/a","Castellano",443.762725830078
"27874","Casado/a","Castellano",443.762725830078
"27875","Soltero/a","Castellano",443.762725830078
"27876","Casado/a","Castellano",443.762725830078
"27877","Casado/a","Castellano",443.762725830078
"27878","Soltero/a","Castellano",443.762725830078
"27879","Soltero/a","Castellano",443.762725830078
"27880","Concubino/a","Castellano",443.762725830078
"27881","Concubino/a","Castellano",443.762725830078
"27882","Concubino/a","Castellano",443.762725830078
"27883","Concubino/a","Castellano",443.762725830078
"27887","Concubino/a","Castellano",443.762725830078
"27888","Concubino/a","Castellano",443.762725830078
"27894","Separado/a","Castellano",443.762725830078
"27895","Soltero/a","Castellano",443.762725830078
"27896","Divorciado/a","Castellano",443.762725830078
"27898","Separado/a","Castellano",443.762725830078
"27899","Soltero/a","Castellano",443.762725830078
"27900","Soltero/a","Castellano",443.762725830078
"27901","Soltero/a","Castellano",443.762725830078
"27904","Divorciado/a","Castellano",443.762725830078
"27905","Soltero/a","Castellano",443.762725830078
"27907","Casado/a","Castellano",443.762725830078
"27908","Casado/a","Castellano",443.762725830078
"27909","Soltero/a","Castellano",443.762725830078
"27910","Soltero/a","Castellano",443.762725830078
"27912","Separado/a","Castellano",443.762725830078
"27913","Soltero/a","Castellano",443.762725830078
"27914","Soltero/a","Castellano",443.762725830078
"27915","Casado/a","Castellano",443.762725830078
"27916","Casado/a","Castellano",443.762725830078
"27917","Soltero/a","Castellano",443.762725830078
"27918","Casado/a","Castellano",443.762725830078
"27919","Casado/a","Castellano",443.762725830078
"27923","Casado/a","Castellano",443.762725830078
"27924","Casado/a","Castellano",443.762725830078
"27925","Soltero/a","Castellano",443.762725830078
"27926","Soltero/a","Castellano",443.762725830078
"27927","Soltero/a","Castellano",443.762725830078
"27928","Soltero/a","Castellano",443.762725830078
"27929","Concubino/a","Castellano",443.762725830078
"27930","Concubino/a","Castellano",443.762725830078
"27936","Soltero/a","Castellano",443.762725830078
"27937","Separado/a","Castellano",443.762725830078
"27941","Separado/a","Castellano",443.762725830078
"27942","Soltero/a","Castellano",443.762725830078
"27943","Soltero/a","Castellano",443.762725830078
"27944","Divorciado/a","Castellano",443.762725830078
"27945","Soltero/a","Castellano",443.762725830078
"27947","Concubino/a","Castellano",443.762725830078
"27948","Concubino/a","Castellano",443.762725830078
"27951","Casado/a","Castellano",443.762725830078
"27952","Casado/a","Castellano",443.762725830078
"27953","Casado/a","Castellano",443.762725830078
"27954","Casado/a","Castellano",443.762725830078
"27955","Soltero/a","Castellano",443.762725830078
"27956","Soltero/a","Castellano",443.762725830078
"27957","Soltero/a","Castellano",443.762725830078
"27958","Soltero/a","Castellano",443.762725830078
"27959","Concubino/a","Castellano",443.762725830078
"27960","Concubino/a","Castellano",443.762725830078
"27963","Concubino/a","Quechua",443.762725830078
"27964","Concubino/a","Quechua",443.762725830078
"27965","Soltero/a","Castellano",443.762725830078
"27966","Soltero/a","Castellano",443.762725830078
"27968","Soltero/a","Castellano",443.762725830078
"27970","Casado/a","Castellano",443.762725830078
"27971","Casado/a","Castellano",443.762725830078
"27972","Soltero/a","Castellano",443.762725830078
"27975","Casado/a","Castellano",443.762725830078
"27976","Casado/a","Castellano",443.762725830078
"27979","Concubino/a","Castellano",443.762725830078
"27980","Concubino/a","Castellano",443.762725830078
"27981","Soltero/a","Castellano",443.762725830078
"27982","Soltero/a","Castellano",443.762725830078
"27985","Soltero/a","Castellano",443.762725830078
"27986","Soltero/a","Castellano",443.762725830078
"27987","Soltero/a","Castellano",443.762725830078
"27988","Concubino/a","Castellano",443.762725830078
"27989","Concubino/a","Castellano",443.762725830078
"27990","Soltero/a","Castellano",443.762725830078
"27993","Soltero/a","Castellano",443.762725830078
"27994","Soltero/a","Castellano",443.762725830078
"27996","Soltero/a","Castellano",443.762725830078
"27997","Soltero/a","Castellano",443.762725830078
"27999","Concubino/a","Castellano",443.762725830078
"28000","Concubino/a","Castellano",443.762725830078
"28001","Soltero/a","Castellano",443.762725830078
"28003","Casado/a","Castellano",443.762725830078
"28004","Casado/a","Castellano",443.762725830078
"28005","Soltero/a","Castellano",443.762725830078
"28006","Soltero/a","Castellano",443.762725830078
"28009","Divorciado/a","Castellano",443.762725830078
"28010","Concubino/a","Castellano",443.762725830078
"28011","Concubino/a","Castellano",443.762725830078
"28013","Concubino/a","Castellano",443.762725830078
"28014","Concubino/a","Castellano",443.762725830078
"28019","Concubino/a","Castellano",443.762725830078
"28020","Concubino/a","Castellano",443.762725830078
"28021","Soltero/a","Castellano",443.762725830078
"28022","Soltero/a","Castellano",443.762725830078
"28023","Soltero/a","Castellano",443.762725830078
"28025","Casado/a","Castellano",443.762725830078
"28026","Casado/a","Castellano",443.762725830078
"28027","Soltero/a","Castellano",443.762725830078
"28028","Casado/a","Castellano",443.762725830078
"28029","Casado/a","Castellano",443.762725830078
"28031","Separado/a","Castellano",443.762725830078
"28032","Soltero/a","Castellano",443.762725830078
"28033","Casado/a","Quechua",443.762725830078
"28034","Casado/a","Quechua",443.762725830078
"28036","Casado/a","Castellano",443.762725830078
"28037","Casado/a","Castellano",443.762725830078
"28038","Soltero/a","Castellano",443.762725830078
"28039","Casado/a","Castellano",443.762725830078
"28040","Casado/a","Castellano",443.762725830078
"28043","Soltero/a","Castellano",443.762725830078
"28044","Divorciado/a","Castellano",443.762725830078
"28046","Casado/a","Castellano",443.762725830078
"28047","Casado/a","Castellano",443.762725830078
"28048","Soltero/a","Castellano",443.762725830078
